日期类型,半小时序号,相位,平均流量,标准差,有效日期数
五一节假日,12,西向东-右转,0.2545454545454545,0.19177293736117265,5
五一节假日,12,西向东-左转,1.781818181818182,1.3424105615282085,5
五一节假日,12,西向东-直行,3.5636363636363635,2.684821123056417,5
五一节假日,13,东向西-右转,5.353535353535354,1.540197038583526,5
五一节假日,13,东向西-左转,0.8565656565656568,0.24643152617336425,5
五一节假日,13,东向西-直行,4.38989898989899,1.2629615716384914,5
五一节假日,13,北向南-右转,1.25,0.5,5
五一节假日,13,北向南-左转,3.75,1.5,5
五一节假日,13,北向南-直行,5.0,2.0,5
五一节假日,13,南向北-右转,0.46614173228346456,0.11443087952494459,5
五一节假日,13,南向北-左转,0.46614173228346456,0.11443087952494459,5
五一节假日,13,南向北-直行,6.4677165354330715,1.5877284534086058,5
五一节假日,13,西向东-右转,1.069879518072289,0.5070557469903667,5
五一节假日,13,西向东-左转,2.1397590361445777,1.0141114939807334,5
五一节假日,13,西向东-直行,4.190361445783133,1.9859683423789363,5
五一节假日,14,东向西-右转,5.843809523809524,1.328863255199875,5
五一节假日,14,东向西-左转,0.8990476190476191,0.2044405007999808,5
五一节假日,14,东向西-直行,5.057142857142857,1.1499778169998918,5
五一节假日,14,北向南-右转,1.7207547169811321,0.550477963133901,5
五一节假日,14,北向南-左转,3.656603773584905,1.1697656716595395,5
五一节假日,14,北向南-直行,6.022641509433962,1.9266728709686534,5
五一节假日,14,南向北-右转,0.21463414634146344,0.09369014823341748,5
五一节假日,14,南向北-左转,0.375609756097561,0.1639577594084806,5
五一节假日,14,南向北-直行,6.009756097560976,2.6233241505356877,5
五一节假日,14,西向东-右转,2.333333333333333,0.9128709291752769,5
五一节假日,14,西向东-左转,1.0,0.3912303982179758,5
五一节假日,14,西向东-直行,3.666666666666667,1.4345114601325777,5
五一节假日,15,东向西-右转,2.3811343975441894,1.1036853322899165,5
五一节假日,15,东向西-左转,0.950865513312336,0.44073796132864923,5
五一节假日,15,东向西-直行,3.0680000891434744,1.422056101219699,5
五一节假日,15,北向南-右转,0.8324324324324325,0.15029122501723793,5
五一节假日,15,北向南-左转,2.1189189189189186,0.3825594818620601,5
五一节假日,15,北向南-直行,5.448648648648648,0.9837243819310119,5
五一节假日,15,南向北-右转,0.656017736317412,0.22068803685062754,5
五一节假日,15,南向北-左转,0.15185810946070383,0.05108591765347505,5
五一节假日,15,南向北-直行,4.592124154221883,1.544816257954392,5
五一节假日,15,西向东-右转,0.42086971220893366,0.2424261140170131,5
五一节假日,15,西向东-左转,0.42388403837214206,0.24416240284210114,5
五一节假日,15,西向东-直行,2.7552462494189243,1.5870556184736577,5
五一节假日,16,东向西-右转,4.782456140350877,2.054078062832997,5
五一节假日,16,东向西-左转,0.87953216374269,0.3777614828198615,5
五一节假日,16,东向西-直行,3.7380116959064322,1.6054863019844112,5
五一节假日,16,北向南-右转,1.5789473684210527,1.6539217223653335,5
五一节假日,16,北向南-左转,0.631578947368421,0.6615686889461333,5
五一节假日,16,北向南-直行,3.789473684210526,3.9694121336768005,5
五一节假日,16,南向北-右转,1.0406504065040652,0.24335983003407757,5
五一节假日,16,南向北-左转,0.45528455284552843,0.1064699256399089,5
五一节假日,16,南向北-直行,6.5040650406504055,1.5209989377129842,5
五一节假日,16,西向东-右转,0.6780678696699488,0.2248775153962203,5
五一节假日,16,西向东-左转,1.2804830325825127,0.4246652226927285,5
五一节假日,16,西向东-直行,3.841449097747538,1.2739956680781854,5
五一节假日,17,东向西-右转,4.9573770491803275,1.9716343759265795,5
五一节假日,17,东向西-左转,0.7081967213114753,0.2816620537037971,5
五一节假日,17,东向西-直行,1.5344262295081965,0.6102677830248936,5
五一节假日,17,北向南-右转,0.5954022988505747,0.4465336022003736,5
五一节假日,17,北向南-左转,1.7011494252873565,1.2758102920010672,5
五一节假日,17,北向南-直行,5.103448275862069,3.827430876003202,5
五一节假日,17,南向北-右转,0.5798141215202414,0.18335332435336135,5
五一节假日,17,南向北-左转,0.2210092939239879,0.06988927528654144,5
五一节假日,17,南向北-直行,4.199176584555771,1.3278962304442872,5
五一节假日,17,西向东-右转,0.4676330135654819,0.16533323749942655,5
五一节假日,17,西向东-左转,0.7706982515857128,0.27248297997243665,5
五一节假日,17,西向东-直行,2.761668734848805,0.9763973449012319,5
五一节假日,18,东向西-右转,2.6007232777372944,1.1468111702982744,5
五一节假日,18,东向西-左转,0.8914364187303152,0.39308651226440905,5
五一节假日,18,东向西-直行,2.507840303532391,1.1058536285019074,5
五一节假日,18,北向南-右转,1.7702479338842974,0.7301642369044881,5
五一节假日,18,北向南-左转,1.0115702479338844,0.41723670680256464,5
五一节假日,18,北向南-直行,7.418181818181819,3.0597358498854734,5
五一节假日,18,南向北-右转,0.2901128739933275,0.14792912056364624,5
五一节假日,18,南向北-左转,0.14060936061176282,0.07169698735531833,5
五一节假日,18,南向北-直行,4.56927776539491,2.329883648877428,5
五一节假日,18,西向东-右转,1.1345454545454547,0.5647496336964999,5
五一节假日,18,西向东-左转,1.0400000000000003,0.5176871642217915,5
五一节假日,18,西向东-直行,3.025454545454546,1.505999023190666,5
五一节假日,19,东向西-右转,2.0038241644360157,0.849167914518109,5
五一节假日,19,东向西-左转,0.6834345876932415,0.2896215814945797,5
五一节假日,19,东向西-直行,1.9127412478707426,0.8105693729491041,5
五一节假日,19,北向南-右转,1.216,0.3505424368033062,5
五一节假日,19,北向南-左转,2.432,0.7010848736066124,5
五一节假日,19,北向南-直行,3.9519999999999995,1.1392629196107456,5
五一节假日,19,南向北-右转,0.2893032566705555,0.1617254370068579,5
五一节假日,19,南向北-左转,0.08998999079152818,0.05030593417610931,5
五一节假日,19,南向北-直行,2.820706752537917,1.5768230108168653,5
五一节假日,19,西向东-右转,0.5611596162785784,0.25345105373976684,5
五一节假日,19,西向东-左转,0.5651787178295228,0.2552663046837484,5
五一节假日,19,西向东-直行,3.673661665891899,1.6592309804443646,5
五一节假日,20,东向西-右转,4.233962264150944,2.156464281792584,5
五一节假日,20,东向西-左转,0.4981132075471698,0.25370168021089223,5
五一节假日,20,东向西-直行,1.8679245283018868,0.9513813007908462,5
五一节假日,20,北向南-右转,1.626086956521739,0.4965116710909327,5
五一节假日,20,北向南-左转,3.5478260869565217,1.083298191471126,5
五一节假日,20,北向南-直行,5.026086956521739,1.5346724379174284,5
五一节假日,20,南向北-右转,0.5798141215202414,0.1833533243533613,5
五一节假日,20,南向北-左转,0.161714117505357,0.051138494112103465,5
五一节假日,20,南向北-直行,4.258471760974402,1.3466470116187252,5
五一节假日,20,西向东-右转,0.8400000000000001,0.16733200530681505,5
五一节假日,20,西向东-左转,0.5599999999999999,0.11155467020454338,5
五一节假日,20,西向东-直行,2.8,0.557773351022717,5
五一节假日,21,东向西-右转,2.4427154595496425,1.606802387012452,5
五一节假日,21,东向西-左转,0.7725782295662731,0.5081969488373451,5
五一节假日,21,东向西-直行,1.9847063108840846,1.3055269394476172,5
五一节假日,21,北向南-右转,1.2000000000000004,0.47140452079103184,5
五一节假日,21,北向南-左转,1.2000000000000004,0.47140452079103184,5
五一节假日,21,北向南-直行,6.6,2.592724864350674,5
五一节假日,21,南向北-右转,0.48704386207700273,0.0970214596591914,5
五一节假日,21,南向北-左转,0.19802432735589318,0.03944739023332716,5
五一节假日,21,南向北-直行,3.5149318105671044,0.7001911766415567,5
五一节假日,21,西向东-右转,0.35,0.18066236157232332,5
五一节假日,21,西向东-左转,1.05,0.54198708471697,5
五一节假日,21,西向东-直行,2.8,1.4452988925785866,5
五一节假日,22,东向西-右转,1.9241379310344828,0.7388846919001831,5
五一节假日,22,东向西-左转,0.49655172413793097,0.19067992049036983,5
五一节假日,22,东向西-直行,2.979310344827586,1.144079522942219,5
五一节假日,22,北向南-右转,1.2666666666666666,0.16850834320114552,5
五一节假日,22,北向南-左转,2.533333333333333,0.33701668640229104,5
五一节假日,22,北向南-直行,7.6,1.011050059206873,5
五一节假日,22,南向北-右转,0.21408450704225346,0.09257282662059146,5
五一节假日,22,南向北-左转,0.1605633802816901,0.06942961996544361,5
五一节假日,22,南向北-直行,3.425352112676056,1.4811652259294632,5
五一节假日,22,西向东-右转,0.491014664243756,0.15242971333941263,5
五一节假日,22,西向东-左转,1.5454105565651015,0.4797544865421322,5
五一节假日,22,西向东-直行,2.1635747791911424,0.6716562811589853,5
五一节假日,23,东向西-右转,3.327731092436975,1.4018761325137319,5
五一节假日,23,东向西-左转,0.9680672268907562,0.407818511276722,5
五一节假日,23,东向西-直行,2.9042016806722692,1.2234555338301665,5
五一节假日,23,北向南-右转,2.2105263157894735,0.4866642633922875,5
五一节假日,23,北向南-左转,5.239766081871345,1.1535745502631998,5
五一节假日,23,北向南-直行,6.549707602339181,1.4419681878290005,5
五一节假日,23,南向北-右转,0.533428991798622,0.13221796249656484,5
五一节假日,23,南向北-左转,0.15442674714688776,0.03827686566845215,5
五一节假日,23,南向北-直行,3.9121442610544905,0.9696805969341209,5
五一节假日,23,西向东-右转,0.562962962962963,0.24343224778007383,5
五一节假日,23,西向东-左转,1.548148148148148,0.6694386813952029,5
五一节假日,23,西向东-直行,1.6888888888888889,0.7302967433402214,5
五一节假日,24,东向西-右转,3.1520924224855498,1.5562446648295654,5
五一节假日,24,东向西-左转,0.8617218714393046,0.4254475710889514,5
五一节假日,24,东向西-直行,1.7861857060751454,0.8818719767367538,5
五一节假日,24,北向南-右转,0.8307692307692308,0.2574338543181771,5
五一节假日,24,北向南-左转,2.4923076923076923,0.7723015629545311,5
五一节假日,24,北向南-直行,7.476923076923077,2.3169046888635934,5
五一节假日,24,南向北-右转,0.36182549039103445,0.14742585045130377,5
五一节假日,24,南向北-左转,0.079814780620144,0.03252054436184778,5
五一节假日,24,南向北-直行,2.7583597289888218,1.1238940862273783,5
五一节假日,24,西向东-右转,0.9846153846153847,0.2247066902585297,5
五一节假日,24,西向东-左转,1.9692307692307693,0.4494133805170594,5
五一节假日,24,西向东-直行,1.8461538461538463,0.42132504423474315,5
五一节假日,25,东向西-右转,2.588235294117647,0.6470588235294118,5
五一节假日,25,东向西-左转,0.2352941176470588,0.0588235294117647,5
五一节假日,25,东向西-直行,1.1764705882352942,0.2941176470588236,5
五一节假日,25,北向南-右转,0.3354330708661417,0.06114415325454232,5
五一节假日,25,北向南-左转,2.236220472440945,0.4076276883636152,5
五一节假日,25,北向南-直行,11.628346456692913,2.119663979490798,5
五一节假日,25,南向北-右转,0.20517427144083666,0.13444205681731078,5
五一节假日,25,南向北-左转,0.10686311406493972,0.07002289688615354,5
五一节假日,25,南向北-直行,3.4879626144942235,2.285514965894282,5
五一节假日,25,西向东-右转,0.64,0.36302476809237244,5
五一节假日,25,西向东-左转,2.56,1.4520990723694895,5
五一节假日,25,西向东-直行,2.0,1.1344524002886633,5
五一节假日,26,东向西-右转,2.4685714285714284,0.8450576601508277,5
五一节假日,26,东向西-左转,0.27428571428571424,0.09389529557231419,5
五一节假日,26,东向西-直行,2.057142857142857,0.7042147167923564,5
五一节假日,26,北向南-右转,0.762686567164179,0.14114148149663294,5
五一节假日,26,北向南-左转,5.992537313432836,1.1089687831878303,5
五一节假日,26,北向南-直行,7.844776119402985,1.4517409525367964,5
五一节假日,26,南向北-右转,0.5102364269378123,0.3898145146251723,5
五一节假日,26,南向北-左转,0.2593175715374792,0.19811551654461002,5
五一节假日,26,南向北-直行,3.630446001524709,2.77361723162454,5
五一节假日,26,西向东-右转,0.31304347826086953,0.11254068787430249,5
五一节假日,26,西向东-左转,2.8173913043478263,1.0128661908687224,5
五一节假日,26,西向东-直行,4.069565217391304,1.463028942365932,5
五一节假日,27,东向西-右转,4.625,1.4388580541526672,5
五一节假日,27,东向西-左转,0.69375,0.2158287081229001,5
五一节假日,27,东向西-直行,2.08125,0.6474861243687002,5
五一节假日,27,北向南-右转,0.7459016393442625,0.16728140681933246,5
五一节假日,27,北向南-左转,3.729508196721312,0.8364070340966622,5
五一节假日,27,北向南-直行,8.524590163934429,1.9117875065066565,5
五一节假日,27,南向北-右转,0.4174661674945737,0.1322179624965649,5
五一节假日,27,南向北-左转,0.22732384517895904,0.0719969616144695,5
五一节假日,27,南向北-直行,2.9552099873264672,0.9359605009881037,5
五一节假日,27,西向东-右转,0.9464788732394366,0.2563225502214609,5
五一节假日,27,西向东-左转,2.129577464788732,0.5767257379982869,5
五一节假日,27,西向东-直行,2.523943661971831,0.6835268005905624,5
五一节假日,28,东向西-右转,3.1764705882352944,1.6946894459868158,5
五一节假日,28,东向西-左转,0.2117647058823529,0.11297929639912105,5
五一节假日,28,东向西-直行,2.011764705882353,1.0733033157916498,5
五一节假日,28,北向南-右转,0.7157894736842104,0.09561001118202607,5
五一节假日,28,北向南-左转,3.340350877192982,0.44618005218278833,5
五一节假日,28,北向南-直行,9.543859649122806,1.2748001490936802,5
五一节假日,28,南向北-右转,0.4385911551447845,0.18107736356974563,5
五一节假日,28,南向北-左转,0.12373623733835123,0.05108591765347507,5
五一节假日,28,南向北-直行,3.837672607516865,1.5844269312352746,5
五一节假日,28,西向东-右转,1.5157894736842104,0.45641017660376415,5
五一节假日,28,西向东-左转,2.2736842105263158,0.6846152649056462,5
五一节假日,28,西向东-直行,3.410526315789473,1.0269228973584692,5
五一节假日,29,东向西-右转,3.6039603960396045,0.9631989312487377,5
五一节假日,29,东向西-左转,0.5544554455445544,0.14818445096134422,5
五一节假日,29,东向西-直行,2.841584158415842,0.7594453111768892,5
五一节假日,29,北向南-右转,1.1320754716981134,0.22284927945316452,5
五一节假日,29,北向南-左转,8.30188679245283,1.634228049323207,5
五一节假日,29,北向南-直行,10.566037735849056,2.079926608229536,5
五一节假日,29,南向北-右转,0.45885393578485656,0.12258655115321106,5
五一节假日,29,南向北-左转,0.20247747928093843,0.05409350108066604,5
五一节假日,29,南向北-直行,6.538668584934205,1.7468583539332576,5
五一节假日,29,西向东-右转,1.1862068965517243,0.2860198807355547,5
五一节假日,29,西向东-左转,2.6689655172413795,0.6435447316549984,5
五一节假日,29,西向东-直行,4.744827586206897,1.1440795229422192,5
五一节假日,30,东向西-右转,4.496774193548387,1.7079419067145578,5
五一节假日,30,东向西-左转,0.264516129032258,0.10046717098320924,5
五一节假日,30,东向西-直行,3.438709677419355,1.3060732227817207,5
五一节假日,30,北向南-右转,1.645714285714286,0.1828571428571428,5
五一节假日,30,北向南-左转,3.6,0.4,5
五一节假日,30,北向南-直行,12.754285714285714,1.4171428571428577,5
五一节假日,30,南向北-右转,0.22709677419354835,0.0336474962849169,5
五一节假日,30,南向北-左转,0.4541935483870968,0.0672949925698338,5
五一节假日,30,南向北-直行,8.118709677419355,1.2028979921857792,5
五一节假日,30,西向东-右转,1.056,0.24265201420964963,5
五一节假日,30,西向东-左转,1.7599999999999998,0.4044200236827494,5
五一节假日,30,西向东-直行,3.7840000000000003,0.8695030509179114,5
五一节假日,31,东向西-右转,7.574311926605505,0.9723331640114645,5
五一节假日,31,东向西-左转,0.23486238532110093,0.03014986555074306,5
五一节假日,31,东向西-直行,4.990825688073395,0.6406846429532909,5
五一节假日,31,北向南-右转,1.4127659574468086,0.410809136549691,5
五一节假日,31,北向南-左转,3.1787234042553196,0.9243205572368045,5
五一节假日,31,北向南-直行,12.008510638297874,3.4918776606723747,5
五一节假日,31,南向北-右转,0.2823529411764706,0.0450971692941134,5
五一节假日,31,南向北-左转,0.2117647058823529,0.033822876970585045,5
五一节假日,31,南向北-直行,7.905882352941177,1.262720740235175,5
五一节假日,31,西向东-右转,0.9758241758241759,0.6085967872992173,5
五一节假日,31,西向东-左转,2.6021978021978027,1.6229247661312463,5
五一节假日,31,西向东-直行,3.8219780219780226,2.3836707502552676,5
五一节假日,32,东向西-右转,5.519553072625699,2.1427148353382157,5
五一节假日,32,东向西-左转,0.6972067039106145,0.27065871604272207,5
五一节假日,32,东向西-直行,4.183240223463687,1.623952296256332,5
五一节假日,32,北向南-右转,0.9823255813953489,0.13728417350231265,5
五一节假日,32,北向南-左转,2.5004651162790696,0.3494506234604322,5
五一节假日,32,北向南-直行,15.717209302325582,2.1965467760370028,5
五一节假日,32,南向北-右转,0.969591355812053,0.29356311142601466,5
五一节假日,32,南向北-左转,0.29809184449693715,0.09025324827483655,5
五一节假日,32,南向北-直行,9.33231679969101,2.8255449474753918,5
五一节假日,32,西向东-右转,2.960747663551402,0.6471718002057648,5
五一节假日,32,西向东-左转,1.6448598130841119,0.35953988900320266,5
五一节假日,32,西向东-直行,4.1943925233644865,0.9168267169581671,5
五一节假日,33,东向西-右转,8.197752808988763,3.524237501707047,5
五一节假日,33,东向西-左转,1.8217228464419477,0.7831638892682327,5
五一节假日,33,东向西-直行,5.180524344569289,2.227122310106537,5
五一节假日,33,北向南-右转,2.949466192170818,0.8148821245983411,5
五一节假日,33,北向南-左转,3.50747330960854,0.9690490130358657,5
五一节假日,33,北向南-直行,15.943060498220643,4.404768241072116,5
五一节假日,33,南向北-右转,0.9197584806413067,0.10785124182078099,5
五一节假日,33,南向北-左转,0.5624374424470513,0.06595163609921083,5
五一节假日,33,南向北-直行,18.51780407691164,2.1714050019917215,5
五一节假日,33,西向东-右转,3.254794520547945,0.9386111042540919,5
五一节假日,33,西向东-左转,1.1835616438356165,0.34131312881966985,5
五一节假日,33,西向东-直行,6.361643835616439,1.8345580674057254,5
五一节假日,34,东向西-右转,10.49705882352941,1.4557857959662277,5
五一节假日,34,东向西-左转,0.976470588235294,0.1354219345084864,5
五一节假日,34,东向西-直行,5.126470588235295,0.710965156169553,5
