日期类型,半小时序号,东向西-直行,东向西-左转,东向西-右转,西向东-直行,西向东-左转,西向东-右转,南向北-直行,南向北-左转,南向北-右转,北向南-直行,北向南-左转,北向南-右转,原始聚类,连续化聚类,时段编号
工作日,68,45.34991319952406,11.164660827953007,30.702817276870768,37.31411637931034,14.894935344827587,4.790948275862069,67.41672393664146,5.097869556937394,5.528884767290703,50.38003366143408,24.16154868792445,24.414939389771895,3,3,4
工作日,69,43.95965136626733,9.691075514874141,30.04492529277157,39.64879128362275,13.986891385767791,8.091590057882193,68.86573590921417,3.727346683868423,6.92865653735219,53.394549880271505,25.12774336545883,21.91248936296531,3,3,4
工作日,70,44.14747020312238,10.592230988752728,30.56464663421185,39.21362610301662,17.612148573773855,8.628770777754976,72.79094535301157,3.6895093737534905,7.302153968887117,60.65028981507039,24.76653385976071,23.148393716473254,3,3,4
工作日,71,46.77195379533817,10.417032798290203,33.5936221020238,42.094223058669506,15.073684641191392,8.377546845593649,71.74685900040633,3.410637952052012,7.407720438845997,55.42151186192975,28.233318677507846,21.17125641708415,3,3,4
工作日,72,47.934997725903806,10.515617509311502,34.071123895219486,42.11581009919582,14.203535126750213,8.498836592235785,61.15545572545085,3.166870725128649,7.242890940724853,54.8492765941721,26.227874375604376,20.705457725875693,3,3,4
工作日,73,48.83895266503962,11.595986622073578,33.782452017234625,34.97317750742408,12.066768847590765,8.414599099530607,59.69228954044009,3.0448941065423867,5.610642439974043,61.08697968543698,29.01485951217252,19.20250862847745,3,3,4
工作日,74,47.44756158749233,10.802331559679628,32.44575902674109,37.04356546480713,12.646205513316852,6.582956294603293,57.81373763593102,3.1526458616010857,6.381442589424421,55.43563709474743,25.70885900980146,19.594634330233728,3,3,4
工作日,75,48.25899839361684,11.195678652756449,34.98010556232237,34.97580220936349,13.176796901152505,6.301946344029457,57.394522053052896,3.553563019934076,5.225827970491288,53.392611964694346,23.762013729977117,20.410591696632885,3,3,4
工作日,76,51.67532782102239,13.53463177249056,37.18134475431315,46.240558260802885,11.92592308577125,7.28806410797132,55.48478465376906,4.312446316822774,4.7679864207125044,54.13002435220402,22.288833556789886,17.276794264919147,3,3,4
工作日,77,54.833977797180985,11.408756392665586,36.75726581015342,38.107597923548845,13.303016002402506,7.3166588013213785,57.97735085945399,2.325985844287159,4.522750252780586,56.7992795256439,22.705295749464245,15.843250811848383,3,3,4
工作日,78,51.453154559343446,12.496676943781058,36.57190762731028,37.26626262626262,13.373198653198653,7.724175084175084,55.57836630899957,3.021883851227025,5.269315057164713,56.93487731881954,22.352852037530464,20.016618469736958,3,3,4
工作日,79,49.96125807578139,12.901388161341016,37.919962458529774,36.06598080917993,12.613908398456822,7.592838065090513,55.715372814985265,2.6982963949779983,5.4558960074280405,57.02572787409195,24.148357070549512,16.869393316228106,3,3,4
工作日,80,56.216596002422776,13.302967898243491,36.480436099333744,43.81575534451743,14.102330251432875,8.99100531314061,58.557751836041035,3.4005300746555536,5.085196350172984,54.80165100909069,23.936517181129883,19.174875288040315,3,3,4
工作日,81,50.87947999422216,12.651255236169291,34.817090856565066,40.548576918458025,16.857611784956568,10.957447660221769,59.758041516331865,3.223650336399047,5.453090755964743,59.953602407399636,23.370539327055074,19.71933652641486,3,3,4
工作日,82,45.93033509176898,11.450347434444371,37.09757834335187,35.39055793991417,14.195734165691247,9.59552607621277,68.02948630108718,3.8418041786017945,5.954796476832781,64.68888073808651,24.442750331518216,20.172716756482238,3,3,4
工作日,83,44.552463845586225,13.724325863261072,38.244949421587485,38.88334182373917,12.524336590561756,8.410503403880888,68.63671628478387,3.6108750347102427,5.491539115288495,64.51490800201191,23.161022797721397,18.150156156788434,3,3,4
工作日,84,47.11858186415677,12.405773688277023,36.86694879539229,35.215287423271654,13.942963394417314,8.932658273220127,60.126754426624636,3.9625938629832205,6.041086493000835,54.58530905487428,24.51470333209464,21.421726743465875,3,3,4
工作日,85,45.88185370511165,14.090492777198223,32.50591438725533,38.70560180730452,13.190645525666234,8.83102539430197,56.492111829309025,3.9985068468928664,6.291990019450284,55.64644962057732,24.305345811286646,20.74385674204907,3,3,4
工作日,86,44.61078182331358,14.852949477843634,32.53626869884279,32.417301217301215,11.091686091686093,8.400103600103598,54.24213159818386,3.173429150922999,4.627917511762707,54.32803615687418,26.601108033240997,18.070855809884826,3,3,4
工作日,87,41.92173162987224,13.093432007400555,32.89787984098807,34.57200407707616,13.804688637577051,8.077852739892249,54.81741544775969,3.781522242118182,4.748888397078647,59.58358153716008,24.6850308125224,20.427039824230572,3,3,4
工作日,88,47.821309886458046,13.32641004338595,35.41749746146035,39.592211335731115,13.624043986936213,9.329199222787217,53.35592428137416,3.8027474928112013,5.667415182336385,60.74770058016131,23.75689825951606,18.495401160322626,3,3,4
工作日,89,47.29919312706797,13.01789052069426,36.030742439194285,41.97528524941303,11.841331301231618,7.819747085718992,58.75029403693104,2.843484141608186,5.145352256243384,58.71396473923683,23.52359792465938,19.327654727408145,3,3,4
工作日,90,48.83357595549774,13.904630116513992,38.39222871059696,36.9304329004329,15.043593073593074,8.662337662337661,53.33495908872133,2.605315792288358,4.233638162468582,60.00824515597087,23.133613349982976,22.33640236361138,3,3,4
工作日,91,50.866165915351154,14.668740561422164,33.03031091453102,35.33091643338993,12.49860033958974,9.352301408838512,52.71994506201983,2.912206532469205,5.193935362032706,66.24508802329979,23.763700195858192,20.73034221562463,3,3,4
工作日,92,46.07396288209607,14.571506550218341,34.354530567685586,37.05911129229515,14.100828916972414,8.294605245277891,58.38748537894768,3.2109330480770195,4.271146790366601,65.25704925168822,23.022664138883002,20.068112696385306,3,3,4
工作日,93,46.35730577334284,13.057685911142789,32.84587788073177,41.57654483506272,15.707952609571008,9.170048009911723,59.0410134418618,2.7749276317675045,5.3579719698489585,63.47208925109785,23.787712149384816,22.91411164299561,3,3,4
工作日,94,47.134257111038934,14.983759454317665,34.708070391165144,37.12334399269072,13.075833714024668,9.619004111466422,66.8169466403162,3.567534414610877,5.485084162464222,70.81218838959202,25.881735241212787,23.65390245615172,3,3,4
工作日,95,48.01443806398687,13.085479901558655,34.465299425758815,39.22086805123741,16.710193591178545,9.978029266674957,66.80095659220633,3.660955887534353,5.146783172433232,77.0663626324185,25.683969692011946,20.162711153830422,3,3,4
工作日,96,49.82679639201378,14.377622377622377,36.36079862166819,39.897591090666985,15.237420812653836,12.046806278497359,65.0658110594484,3.231947503421523,4.832676219738786,82.77840762569217,29.035793491154777,28.055364100544356,3,3,4
工作日,97,50.13355659745479,12.686752671889108,34.614473339351754,47.07124819624819,15.96482683982684,11.054834054834053,66.35706886935273,4.290988287163688,4.612812408700964,90.50605901175577,27.679325185651567,31.20592015041874,3,3,4
工作日,98,54.25648520277676,11.995615637559371,30.791377420533433,45.96764717402374,16.983275234029218,9.776350319219771,64.69429549712514,4.584017055365334,4.678209186639964,77.24592561122006,31.87673337515994,31.57299318753304,3,3,4
工作日,99,44.88443366299683,8.717566710207128,26.745825713752566,47.67413046723391,18.75100761307658,8.211225556053144,57.68562295406112,4.66315881978162,4.042522573983347,63.60889686057408,32.55519721297622,32.879384187319275,3,3,4
工作日,100,39.72203051913197,7.200368069933287,21.121079671804306,32.90625192865519,10.303647472690242,4.971918780472752,47.23485601553779,3.88444539601462,4.098089892795424,53.47951075796804,30.370368717078833,28.41099009017052,3,3,4
工作日,101,31.540879281029877,5.530289045421424,17.320136021374786,27.251142921382005,12.03709810387469,3.529940792925129,46.836915129640055,4.428292327560515,2.821749064538561,47.57359734882606,28.55644074940291,31.565614075684074,3,3,4
工作日,102,23.339343706073386,3.1791640411678217,14.611927035367488,20.30117122141662,7.361963190184048,1.4277746793084216,35.56325730577335,3.297532074126871,1.878341054882395,32.822501864728956,20.40513943360362,34.25061957123264,2,2,5
工作日,103,25.245280973970846,2.874225537833493,10.315276096891314,16.022085259373394,5.238828967642527,1.9209039548022602,29.752283522104495,2.2038728534892216,0.8264523200584581,31.990976210008206,19.042247744052503,29.7059064807219,2,2,5
工作日,104,29.95540878937426,3.780631745427388,11.524829030415745,18.5812308103057,4.864771058603657,1.4630890401815513,35.252077562326875,2.977815247500903,1.2918463206070094,39.291891244460416,24.04934722721284,24.484848484848488,2,2,5
工作日,105,36.380865563127415,5.719520193879026,15.551788156037043,27.246144670699493,8.325210871602625,2.883189912243333,56.04630575417092,3.530132788559755,4.423561457269322,51.35172695687717,28.864091559370532,23.784181483752302,3,3,6
工作日,106,54.55052094472792,9.981019890616885,29.903241773350853,39.34722383890118,9.922942614363869,4.548015364916773,74.242206235012,4.306518421626336,4.451275343361675,84.76939761411812,37.257517499753526,28.712215320910968,3,3,6
工作日,107,50.825421095464755,11.949591851833583,30.442378357049495,44.477084165224724,15.857935134655486,9.39225342739252,74.96996632663168,3.8846191938199466,5.014979696939685,82.43762924610522,34.7133198908789,29.10992042823328,3,3,6
工作日,108,57.08205278857452,10.97586549760463,28.811646931212152,46.65806647442707,19.71467597511003,12.354530277735622,66.39297905246492,3.148078665361068,5.241550977826178,72.59544156402652,29.25635964670467,28.49602487622534,3,3,6
工作日,109,56.530049739446596,10.085646697492704,30.471260084799834,46.474319114538,14.295071093976702,6.503337064212577,64.39284534947717,4.283544303797468,4.888827738029719,74.98869524258126,31.43323127649553,26.578073480923223,3,3,6
工作日,110,57.34465760799467,10.800912970575204,31.07182072577796,47.9531727978665,13.511334222291943,8.444583888932465,68.36019007860727,3.2746458231558377,5.060816272149932,68.28649311707782,26.363772659124983,23.523647267275454,3,3,6
工作日,111,62.220144250304756,12.853474197480699,35.83942503047541,43.1438127090301,14.046822742474916,6.44572818485862,61.94698601167956,3.1920144345497934,4.991434336379334,62.79044640318453,22.097526300824565,24.112027295990902,3,3,6
工作日,112,61.607630794043004,13.165678485213462,33.79190811204789,44.400000000000006,15.411570247933884,7.461157024793389,59.20121217027046,2.923323653509527,5.049377219698273,64.02289200789869,25.23166333613177,21.788922916839105,3,3,6
工作日,113,61.706571916786466,11.604285443055142,31.42827307494101,44.45096303788932,16.25422514435032,6.203902726851267,59.595144241140595,2.87627228334412,5.006844345080504,62.16389097599791,23.695551598265364,22.705774817041064,3,3,6
工作日,114,54.06531706128597,12.967507585993044,33.18456665706882,48.58990271720899,15.117577993961758,6.474337470647433,55.12301689391991,3.6327930709201612,3.6789726438555874,56.5721554770318,21.01992932862191,24.40791519434629,3,3,6
工作日,115,53.000155922038985,10.901109445277362,30.185691154422788,40.301833500885635,13.313705778160754,8.657187993680886,50.17953687418079,3.2715906926722162,5.331481128799166,59.468938092434854,24.6819323137547,20.936086115549575,3,3,6
工作日,116,47.32556957685078,15.369813192263184,29.174182448277342,40.75909090909091,12.186363636363636,6.236363636363635,49.80708551209844,2.9403643529767436,5.209071874055246,56.09018901445986,24.694702166510385,20.997717514681934,3,3,6
工作日,117,48.597295460968176,13.825762267531703,31.18563792367404,41.272727272727266,14.721891815349757,5.914471821013877,45.10806654550538,3.0370092650254823,4.594054624251744,58.564747124962594,19.98324141763926,22.060707109572057,3,3,6
工作日,118,48.45748566790117,12.120846227994523,28.20427679975648,43.312998592210235,14.61051149694979,7.076489910839982,45.842841817239425,2.9825098540277963,5.78334398090669,57.39975012493753,23.718665667166416,19.664192903548223,3,3,6
工作日,119,50.781538611200624,13.41788621840667,28.061444735610102,44.454374412041396,14.920037629350894,5.6255879586077135,43.419104669887275,3.035001610305958,5.806763285024154,60.14339500726916,21.368254283832645,19.662263752376454,3,3,6
工作日,120,45.92887674836229,14.484659938791513,29.151680704150543,40.675814751286445,13.685915761387461,6.365542214598818,41.910868910227016,3.5556152324560832,4.750907161664723,62.16096157339851,24.005016497008267,20.09489149481062,3,3,6
工作日,121,46.479315735292246,13.855902799842404,28.099564073560995,47.763239085414824,11.276573264020966,7.414733105109676,44.19413732048003,2.010230179028133,5.056502065709227,60.285322720608036,25.23872647296448,18.9542116759927,3,3,6
工作日,122,44.89181686170667,12.539164602374646,24.395105492440422,44.014084507042256,12.19590268886044,7.426376440460948,39.23643728185461,2.195372086008532,5.698625414745551,52.834455889693444,23.896500087514017,19.877739674966453,3,3,6
工作日,123,45.814378414147484,13.074998143108909,24.632362573178387,40.436619718309856,12.159263271939329,5.404117009750813,36.320524030633784,3.063543990833987,4.572453717662667,53.550212502743584,20.73051060518387,20.023624718159507,3,3,6
