time,temperature
236.0,239.68049130841584
236.5,239.79598399669902
237.0,239.89169871874
237.5,239.96498927986835
238.0,240.01270141689002
238.5,240.03223180944278
239.0,240.02661038239017
239.5,240.0029402327744
240.0,239.9614743748144
240.5,239.8992332122826
241.0,239.81359891601207
241.5,239.7022120104859
242.0,239.56275266720505
242.5,239.39292655759004
243.0,239.19051353660015
243.5,238.95343173028556
244.0,238.67980654500025
244.5,238.36803989758823
245.0,238.01687503715422
245.5,237.62545211103335
246.0,237.1933499093574
246.5,236.72061010349015
247.0,236.20774170546179
247.5,235.65570523465985
248.0,235.06587792221868
248.5,234.44000293036032
249.0,233.78012677536586
249.5,233.0885297760692
250.0,232.36765437918805
250.5,231.6200357200267
251.0,230.84823791634724
251.5,230.0547985466854
252.0,229.24218270153673
252.5,228.41274704608594
253.0,227.5687135747793
253.5,226.71215220071153
254.0,225.8449709984449
254.5,224.96891277566147
255.0,224.08555664427413
255.5,223.19632335157533
256.0,222.3024832780786
256.5,221.4051661803068
257.0,220.50537193189518
257.5,219.60398168071913
258.0,218.70176898528467
258.5,217.7994106168717
259.0,216.89749681453316
259.5,215.996540859558
260.0,215.09698789692004
260.5,214.1992229764611
261.0,213.30357831897854
261.5,212.4103398346574
262.0,211.51975293571277
262.5,210.6320276936178
263.0,209.7473433954635
263.5,208.8658525550608
264.0,207.98768443332884
264.5,207.1129481200351
265.0,206.24173522561608
265.5,205.3741222280014
266.0,204.5101725153745
266.5,203.64993816182144
267.0,202.79346146897518
267.5,201.94077630313916
268.0,201.0919092540125
268.5,200.24688063806585
269.0,199.40570536683379
269.5,198.56839369789031
270.0,197.7349518840444
270.5,196.90538273431426
271.0,196.07968609849237
271.5,195.25785928557508
272.0,194.43989742498172
272.5,193.6257937783087
273.0,192.81554000833233
273.5,192.00912641107723
274.0,191.20654211598486
274.5,190.4077752585384
275.0,189.61281312911052
275.5,188.82164230128967
276.0,188.034248742498
276.5,187.25061790933
277.0,186.47073482971086
277.5,185.6945841736843
278.0,184.9221503143946
278.5,184.15341738061068
279.0,183.38836930195694
279.5,182.62698984785487
280.0,181.86926266104152
280.5,181.11517128641233
281.0,180.3646991958324
281.5,179.61782980947237
282.0,178.8745465141477
282.5,178.13483267907515
283.0,177.3986716694023
283.5,176.66604685781766
284.0,175.9369416345065
284.5,175.2113394156802
285.0,174.4892236508766
285.5,173.77057782920105
286.0,173.05538548465415
286.5,172.34363020067286
287.0,171.63529561399343
287.5,170.93036541793015
288.0,170.22882336515045
288.5,169.53065327001661
289.0,168.8358390105535
289.5,168.1443645300945
290.0,167.45621383865029
290.5,166.77137101403886
291.0,166.08982020281002
291.5,165.41154562099283
292.0,164.73653155469074
292.5,164.06476236054576
293.0,163.3962224660898
293.5,162.7308963699992
294.0,162.06876864226558
294.5,161.40982392429552
295.0,160.75404692894844
295.5,160.10142244052165
296.0,159.4519353146905
296.5,158.8055704784092
297.0,158.16231292977895
297.5,157.52214773788708
298.0,156.8850600426226
298.5,156.25103505447044
299.0,155.62005805428834
299.5,154.99211439306893
300.0,154.36718949168872
300.5,153.74526884064682
301.0,153.1263379997943
301.5,152.5103825980561
302.0,151.89738833314686
302.5,151.28734097128108
303.0,150.68022634687944
303.5,150.07603036227147
304.0,149.47473898739523
304.5,148.87633825949527
305.0,148.28081428281845
305.5,147.68815322830872
306.0,147.0983413333011
306.5,146.51136490121496
307.0,145.92721030124727
307.5,145.3458639680655
308.0,144.76731240150107
308.5,144.191542166243
309.0,143.61853989153192
309.5,143.04829227085511
310.0,142.4807860616419
310.5,141.9160080849602
311.0,141.3539452252138
311.5,140.79458442984077
312.0,140.23791270901282
312.5,139.68391713533592
313.0,139.13258484355185
313.5,138.58390303024123
314.0,138.03785895352743
314.5,137.49443993278186
315.0,136.95363334833067
315.5,136.41542664116253
316.0,135.87980731263764
316.5,135.34676292419834
317.0,134.8162810970806
317.5,134.28834951202725
318.0,133.76295590900222
318.5,133.24008808690613
319.0,132.71973390329345
319.5,132.20188127409057
320.0,131.6865181733156
320.5,131.1736326327992
321.0,130.66321274190682
321.5,130.15524664726226
322.0,129.64972255247258
322.5,129.1466287178542
323.0,128.64595346016046
323.5,128.14768515231015
324.0,127.65181222311794
324.5,127.15832315702541
325.0,126.66720649383383
325.5,126.17845082843805
326.0,125.69204481056163
326.5,125.20797714449334
327.0,124.72623658882488
327.5,124.24681195618977
328.0,123.76969211300371
