t(s),T_pred(°C),residual(°C)
160.000000,165.161390,-0.181390
160.500000,165.257178,-0.177178
161.000000,165.352010,-0.172010
161.500000,165.445893,-0.175893
162.000000,165.538839,-0.168839
162.500000,165.630854,-0.160854
163.000000,165.721949,-0.161949
163.500000,165.812133,-0.152133
164.000000,165.901415,-0.151415
164.500000,165.989805,-0.149805
165.000000,166.077319,-0.147319
165.500000,166.163975,-0.133975
166.000000,166.249800,-0.129800
166.500000,166.334845,-0.124845
167.000000,166.419198,-0.129198
167.500000,166.503030,-0.123030
168.000000,166.586665,-0.116665
168.500000,166.670736,-0.110736
169.000000,166.756449,-0.106449
169.500000,166.846050,-0.106050
170.000000,166.943480,-0.113480
170.500000,167.054949,-0.134949
171.000000,167.188493,-0.178493
171.500000,167.351287,-0.251287
172.000000,167.545410,-0.355410
172.500000,167.766166,-0.476166
173.000000,168.005146,-0.625146
173.500000,168.254400,-0.764400
174.000000,168.508329,-0.918329
174.500000,168.763575,-1.063575
175.000000,169.018297,-1.208297
175.500000,169.271534,-1.341534
176.000000,169.522805,-1.472805
176.500000,169.771874,-1.591874
177.000000,170.018637,-1.708637
177.500000,170.263050,-1.813050
178.000000,170.505103,-1.915103
178.500000,170.744805,-1.994805
179.000000,170.982169,-2.082169
179.500000,171.217214,-2.147214
180.000000,171.449961,-2.209961
180.500000,171.680431,-2.270431
181.000000,171.908645,-2.308645
181.500000,172.134627,-2.354627
182.000000,172.358397,-2.378397
182.500000,172.579977,-2.399977
183.000000,172.799388,-2.419388
183.500000,173.016652,-2.426652
184.000000,173.231789,-2.421789
184.500000,173.444820,-2.414820
185.000000,173.655767,-2.405767
185.500000,173.864649,-2.394649
186.000000,174.071486,-2.371486
186.500000,174.276298,-2.346298
187.000000,174.479106,-2.319106
187.500000,174.679928,-2.289928
188.000000,174.878785,-2.258785
188.500000,175.075695,-2.215695
189.000000,175.270677,-2.180677
189.500000,175.463751,-2.143751
190.000000,175.654934,-2.094934
190.500000,175.844246,-2.054246
191.000000,176.031704,-2.011704
191.500000,176.217327,-1.957327
192.000000,176.401133,-1.911133
192.500000,176.583139,-1.863139
193.000000,176.763364,-1.823364
193.500000,176.941826,-1.771826
194.000000,177.118542,-1.728542
194.500000,177.293534,-1.673534
195.000000,177.466823,-1.626823
195.500000,177.638438,-1.578438
196.000000,177.808417,-1.528417
196.500000,177.976821,-1.476821
197.000000,178.143754,-1.413754
197.500000,178.309407,-1.359407
198.000000,178.474141,-1.294141
198.500000,178.638654,-1.238654
199.000000,178.804293,-1.174293
199.500000,178.973636,-1.113636
200.000000,179.151467,-1.061467
200.500000,179.346152,-1.016152
201.000000,179.570720,-0.990720
201.500000,179.841551,-1.011551
202.000000,180.172201,-1.082201
202.500000,180.564935,-1.204935
203.000000,181.008772,-1.378772
203.500000,181.486589,-1.556589
204.000000,181.983059,-1.753059
204.500000,182.487699,-1.937699
205.000000,182.994327,-2.104327
205.500000,183.499581,-2.249581
206.000000,184.001720,-2.381720
206.500000,184.499871,-2.489871
207.000000,184.993616,-2.573616
207.500000,185.482764,-2.622764
208.000000,185.967244,-2.647244
208.500000,186.447042,-2.657042
209.000000,186.922175,-2.642175
209.500000,187.392673,-2.592673
210.000000,187.858574,-2.538574
210.500000,188.319920,-2.449920
211.000000,188.776752,-2.346752
211.500000,189.229114,-2.229114
212.000000,189.677050,-2.097050
212.500000,190.120603,-1.940603
213.000000,190.559815,-1.779815
213.500000,190.994728,-1.594728
214.000000,191.425386,-1.405386
214.500000,191.851828,-1.211828
215.000000,192.274098,-1.014098
215.500000,192.692235,-0.802235
216.000000,193.106279,-0.596279
216.500000,193.516272,-0.376272
217.000000,193.922252,-0.162252
217.500000,194.324259,0.045741
218.000000,194.722332,0.267668
218.500000,195.116509,0.483491
219.000000,195.506829,0.693171
219.500000,195.893329,0.906671
220.000000,196.276046,1.113954
220.500000,196.655018,1.314982
221.000000,197.030280,1.519720
221.500000,197.401871,1.718129
222.000000,197.769825,1.920175
222.500000,198.134178,2.115822
223.000000,198.494966,2.295034
223.500000,198.852223,2.487777
224.000000,199.205984,2.664016
224.500000,199.556285,2.843715
225.000000,199.903162,3.016838
225.500000,200.246649,3.183351
226.000000,200.586788,3.343212
226.500000,200.923623,3.496377
227.000000,201.257211,3.632789
227.500000,201.587634,3.772366
228.000000,201.915018,3.894982
228.500000,202.239587,4.010413
229.000000,202.561747,4.118253
229.500000,202.882261,4.217739
230.000000,203.202563,4.307437
230.500000,203.525280,4.394720
231.000000,203.854935,4.455065
231.500000,204.198396,4.501604
232.000000,204.563924,4.516076
232.500000,204.957743,4.502257
233.000000,205.379981,4.450019
233.500000,205.824440,4.365560
234.000000,206.282513,4.267487
234.500000,206.746870,4.163130
235.000000,207.212643,4.047357
235.500000,207.677011,3.932989
236.000000,208.138461,3.811539
236.500000,208.596224,3.703776
237.000000,209.049927,3.590073
237.500000,209.499402,3.470598
238.000000,209.944586,3.355414
238.500000,210.385466,3.244534
239.000000,210.822058,3.137942
239.500000,211.254392,3.045608
240.000000,211.682501,2.947499
240.500000,212.106424,2.863576
241.000000,212.526200,2.783800
241.500000,212.941868,2.708132
242.000000,213.353470,2.646530
242.500000,213.761043,2.588957
243.000000,214.164628,2.535372
243.500000,214.564263,2.485737
244.000000,214.959987,2.450013
244.500000,215.351838,2.408162
245.000000,215.739855,2.380145
245.500000,216.124074,2.355926
246.000000,216.504533,2.345467
246.500000,216.881268,2.328732
247.000000,217.254317,2.315683
247.500000,217.623715,2.306285
248.000000,217.989498,2.300502
248.500000,218.351701,2.298299
249.000000,218.710359,2.299641
249.500000,219.065508,2.304492
250.000000,219.417180,2.312820
250.500000,219.765411,2.314589
251.000000,220.110235,2.329765
251.500000,220.451683,2.338317
252.000000,220.789790,2.350210
252.500000,221.124588,2.355412
253.000000,221.456109,2.373891
253.500000,221.784386,2.385614
254.000000,222.109451,2.400549
254.500000,222.431334,2.418666
255.000000,222.750067,2.429933
255.500000,223.065681,2.444319
256.000000,223.378206,2.461794
256.500000,223.687672,2.472328
257.000000,223.994110,2.495890
257.500000,224.297549,2.502451
258.000000,224.598018,2.521982
258.500000,224.895547,2.534453
259.000000,225.190164,2.549836
259.500000,225.481898,2.568102
260.000000,225.770777,2.579223
260.500000,226.056828,2.593172
261.000000,226.340080,2.609920
261.500000,226.620560,2.619440
262.000000,226.898295,2.631705
262.500000,227.173312,2.646688
263.000000,227.445638,2.664362
263.500000,227.715298,2.674702
264.000000,227.982319,2.687681
264.500000,228.246728,2.693272
265.000000,228.508548,2.711452
265.500000,228.767806,2.722194
266.000000,229.024527,2.725473
266.500000,229.278735,2.741265
267.000000,229.530456,2.749544
267.500000,229.779713,2.750287
268.000000,230.026530,2.763470
268.500000,230.270932,2.769068
269.000000,230.512943,2.777057
269.500000,230.752584,2.787416
270.000000,230.989880,2.790120
270.500000,231.224854,2.795146
271.000000,231.457528,2.802472
271.500000,231.687925,2.812075
272.000000,231.916067,2.813933
272.500000,232.141977,2.818023
273.000000,232.365675,2.824325
273.500000,232.587183,2.822817
274.000000,232.806524,2.833476
274.500000,233.023718,2.836282
275.000000,233.238786,2.841214
275.500000,233.451749,2.838251
276.000000,233.662628,2.837372
276.500000,233.871442,2.838558
277.000000,234.078213,2.841787
277.500000,234.282959,2.847041
278.000000,234.485702,2.844298
278.500000,234.686460,2.843540
279.000000,234.885252,2.844748
279.500000,235.082099,2.847901
280.000000,235.277019,2.842981
280.500000,235.470030,2.849970
281.000000,235.661152,2.848848
281.500000,235.850403,2.839597
282.000000,236.037800,2.842200
282.500000,236.223363,2.836637
283.000000,236.407107,2.832893
283.500000,236.589052,2.830948
284.000000,236.769211,2.830789
284.500000,236.947601,2.832399
285.000000,237.124233,2.825767
285.500000,237.299112,2.820888
286.000000,237.472233,2.817767
286.500000,237.643571,2.816429
287.000000,237.813053,2.806947
287.500000,237.980524,2.799476
288.000000,238.145656,2.794344
288.500000,238.307785,2.782215
289.000000,238.465574,2.764426
289.500000,238.616366,2.753634
290.000000,238.754911,2.745089
290.500000,238.870928,2.759072
291.000000,238.944135,2.805865
291.500000,238.948400,2.911600
292.000000,238.906186,3.053814
292.500000,238.797150,3.242850
293.000000,238.592396,3.527604
293.500000,238.274776,3.905224
294.000000,237.850273,4.379727
294.500000,237.343853,4.916147
295.000000,236.784604,5.495396
295.500000,236.195320,6.084680
296.000000,235.590517,6.679483
296.500000,234.978448,7.261552
297.000000,234.363537,7.836463
297.500000,233.748075,8.391925
298.000000,233.133235,8.936765
298.500000,232.519605,9.460395
299.000000,231.907483,9.982517
299.500000,231.297014,10.482986
300.000000,230.688270,10.971730
300.500000,230.081284,11.438716
301.000000,229.476070,11.893930
301.500000,228.872632,12.327368
302.000000,228.270970,12.739030
302.500000,227.671081,13.138919
303.000000,227.072962,13.517038
303.500000,226.476606,13.873394
304.000000,225.882011,14.217989
304.500000,225.289170,14.530830
305.000000,224.698079,14.831921
305.500000,224.108732,15.111268
306.000000,223.521124,15.368876
306.500000,222.935250,15.604750
307.000000,222.351105,15.818895
307.500000,221.768685,16.011315
308.000000,221.187983,16.182017
308.500000,220.608995,16.341005
309.000000,220.031715,16.468285
309.500000,219.456140,16.583860
310.000000,218.882262,16.667738
310.500000,218.310079,16.739921
311.000000,217.739584,16.790416
311.500000,217.170773,16.829227
312.000000,216.603640,16.836360
312.500000,216.038181,16.831819
313.000000,215.474391,16.815609
313.500000,214.912265,16.777735
314.000000,214.351798,16.718202
314.500000,213.792985,16.657015
315.000000,213.235821,16.564179
315.500000,212.680301,16.469699
316.000000,212.126420,16.353580
316.500000,211.574175,16.225825
317.000000,211.023559,16.086441
317.500000,210.474568,15.935432
318.000000,209.927197,15.772803
318.500000,209.381442,15.598558
319.000000,208.837297,15.412703
319.500000,208.294758,15.215242
320.000000,207.753820,15.016180
320.500000,207.214479,14.795521
321.000000,206.676729,14.573271
321.500000,206.140567,14.339433
322.000000,205.605986,14.104014
322.500000,205.072984,13.857016
323.000000,204.541554,13.608446
323.500000,204.011693,13.348307
324.000000,203.483395,13.086605
324.500000,202.956656,12.813344
325.000000,202.431472,12.538528
325.500000,201.907838,12.252162
326.000000,201.385750,11.964250
326.500000,200.865202,11.674798
327.000000,200.346190,11.383810
327.500000,199.828710,11.081290
328.000000,199.312757,10.787243
328.500000,198.798327,10.481673
329.000000,198.285415,10.174585
329.500000,197.774017,9.865983
330.000000,197.264128,9.555872
330.500000,196.755743,9.234257
331.000000,196.248859,8.921141
331.500000,195.743471,8.606529
332.000000,195.239575,8.280425
332.500000,194.737166,7.962834
333.000000,194.236239,7.643761
333.500000,193.736790,7.323210
334.000000,193.238816,6.991184
334.500000,192.742311,6.667689
335.000000,192.247272,6.342728
335.500000,191.753693,6.026307
336.000000,191.261571,5.698429
336.500000,190.770902,5.369098
337.000000,190.281680,5.048320
337.500000,189.793902,4.716098
338.000000,189.307564,4.392436
338.500000,188.822661,4.067339
339.000000,188.339189,3.740811
339.500000,187.857144,3.422856
340.000000,187.376522,3.103478
340.500000,186.897318,2.772682
341.000000,186.419528,2.450472
341.500000,185.943148,2.136852
342.000000,185.468174,1.811826
342.500000,184.994602,1.495398
343.000000,184.522428,1.177572
343.500000,184.051646,0.858354
344.000000,183.582255,0.547745
344.500000,183.114248,0.235752
345.000000,182.647623,-0.077623
345.500000,182.182375,-0.392375
346.000000,181.718500,-0.698500
346.500000,181.255994,-1.015994
347.000000,180.794852,-1.314852
347.500000,180.335072,-1.625072
348.000000,179.876649,-1.926649
348.500000,179.419578,-2.229578
349.000000,178.963857,-2.533857
349.500000,178.509480,-2.829480
350.000000,178.056444,-3.126444
350.500000,177.604745,-3.424745
351.000000,177.154380,-3.724380
351.500000,176.705343,-4.015343
352.000000,176.257632,-4.297632
352.500000,175.811242,-4.591242
353.000000,175.366169,-4.876169
353.500000,174.922410,-5.162410
354.000000,174.479960,-5.449960
354.500000,174.038816,-5.728816
355.000000,173.598974,-6.008974
355.500000,173.160430,-6.290430
356.000000,172.723181,-6.563181
356.500000,172.287222,-6.837222
357.000000,171.852549,-7.112549
357.500000,171.419159,-7.379159
358.000000,170.987048,-7.647048
358.500000,170.556213,-7.916213
359.000000,170.126649,-8.176649
359.500000,169.698352,-8.438352
360.000000,169.271320,-8.701320
360.500000,168.845548,-8.955548
361.000000,168.421032,-9.221032
361.500000,167.997769,-9.467769
362.000000,167.575755,-9.725755
362.500000,167.154987,-9.974987
363.000000,166.735461,-10.225461
363.500000,166.317172,-10.477172
364.000000,165.900119,-10.720119
364.500000,165.484295,-10.964295
365.000000,165.069700,-11.199700
365.500000,164.656327,-11.446327
366.000000,164.244175,-11.684175
366.500000,163.833239,-11.913239
367.000000,163.423515,-12.153515
367.500000,163.015001,-12.385001
368.000000,162.607693,-12.607693
368.500000,162.201586,-12.841586
369.000000,161.796678,-13.066678
369.500000,161.392965,-13.292965
370.000000,160.990443,-13.510443
370.500000,160.589110,-13.729110
371.000000,160.188960,-13.948960
371.500000,159.789992,-14.169992
372.000000,159.392201,-14.382201
372.500000,158.995584,-14.595584
373.000000,158.600138,-14.810138
