t(s),T_pred(°C),residual(°C)
139.000000,159.337956,0.392044
139.500000,159.487721,0.392279
140.000000,159.636052,0.393948
140.500000,159.782962,0.397038
141.000000,159.928464,0.401536
141.500000,160.072573,0.397427
142.000000,160.215300,0.404700
142.500000,160.356660,0.403340
143.000000,160.496665,0.403335
143.500000,160.635328,0.404672
144.000000,160.772662,0.407338
144.500000,160.908679,0.411321
145.000000,161.043391,0.416609
145.500000,161.176812,0.413188
146.000000,161.308953,0.421047
146.500000,161.439826,0.420174
147.000000,161.569444,0.420556
147.500000,161.697817,0.422183
148.000000,161.824959,0.425041
148.500000,161.950879,0.429121
149.000000,162.075591,0.424409
149.500000,162.199104,0.430896
150.000000,162.321432,0.428568
150.500000,162.442583,0.427417
151.000000,162.562571,0.427429
151.500000,162.681404,0.428596
152.000000,162.799095,0.430905
152.500000,162.915655,0.434345
153.000000,163.031092,0.438908
153.500000,163.145419,0.434581
154.000000,163.258646,0.441354
154.500000,163.370782,0.439218
155.000000,163.481838,0.438162
155.500000,163.591824,0.438176
156.000000,163.700749,0.439251
156.500000,163.808625,0.441375
157.000000,163.915460,0.444540
157.500000,164.021265,0.438735
158.000000,164.126048,0.443952
158.500000,164.229820,0.440180
159.000000,164.332589,0.437411
159.500000,164.434366,0.445634
160.000000,164.535158,0.444842
160.500000,164.634976,0.445024
161.000000,164.733829,0.446171
161.500000,164.831724,0.438276
162.000000,164.928672,0.441328
162.500000,165.024681,0.445319
163.000000,165.119761,0.440239
163.500000,165.213920,0.446080
164.000000,165.307167,0.442833
164.500000,165.399516,0.440484
165.000000,165.490977,0.439023
165.500000,165.581571,0.448429
166.000000,165.671324,0.448676
166.500000,165.760285,0.449715
167.000000,165.848541,0.441459
167.500000,165.936254,0.443746
168.000000,166.023741,0.446259
168.500000,166.111610,0.448390
169.000000,166.201028,0.448972
169.500000,166.294170,0.445830
170.000000,166.394862,0.435138
170.500000,166.509160,0.410840
171.000000,166.644937,0.365063
171.500000,166.809246,0.290754
172.000000,167.004147,0.185853
172.500000,167.225068,0.064932
173.000000,167.463796,-0.083796
173.500000,167.712568,-0.222568
174.000000,167.965912,-0.375912
174.500000,168.220550,-0.520550
175.000000,168.474681,-0.664681
175.500000,168.727367,-0.797367
176.000000,168.978136,-0.928136
176.500000,169.226759,-1.046759
177.000000,169.473131,-1.163131
177.500000,169.717211,-1.267211
178.000000,169.958989,-1.368989
178.500000,170.198471,-1.448471
179.000000,170.435670,-1.535670
179.500000,170.670605,-1.600605
180.000000,170.903295,-1.663295
180.500000,171.133760,-1.723760
181.000000,171.362021,-1.762021
181.500000,171.588099,-1.808099
182.000000,171.812016,-1.832016
182.500000,172.033790,-1.853790
183.000000,172.253444,-1.873444
183.500000,172.470996,-1.880996
184.000000,172.686468,-1.876468
184.500000,172.899878,-1.869878
185.000000,173.111248,-1.861248
185.500000,173.320595,-1.850595
186.000000,173.527940,-1.827940
186.500000,173.733302,-1.803302
187.000000,173.936700,-1.776700
187.500000,174.138152,-1.748152
188.000000,174.337676,-1.717676
188.500000,174.535293,-1.675293
189.000000,174.731019,-1.641019
189.500000,174.924872,-1.604872
190.000000,175.116871,-1.556871
190.500000,175.307034,-1.517034
191.000000,175.495377,-1.475377
191.500000,175.681919,-1.421919
192.000000,175.866676,-1.376676
192.500000,176.049666,-1.329666
193.000000,176.230906,-1.290906
193.500000,176.410413,-1.240413
194.000000,176.588206,-1.198206
194.500000,176.764303,-1.144303
195.000000,176.938727,-1.098727
195.500000,177.111503,-1.051503
196.000000,177.282671,-1.002671
196.500000,177.452289,-0.952289
197.000000,177.620458,-0.890458
197.500000,177.787364,-0.837364
198.000000,177.953362,-0.773362
198.500000,178.119131,-0.719131
199.000000,178.285988,-0.655988
199.500000,178.456451,-0.596451
200.000000,178.635197,-0.545197
200.500000,178.830401,-0.500401
201.000000,179.054802,-0.474802
201.500000,179.324416,-0.494416
202.000000,179.652502,-0.562502
202.500000,180.041286,-0.681286
203.000000,180.480052,-0.850052
203.500000,180.952074,-1.022074
204.000000,181.442381,-1.212381
204.500000,181.940733,-1.390733
205.000000,182.441087,-1.551087
205.500000,182.940158,-1.690158
206.000000,183.436244,-1.816244
206.500000,183.928492,-1.918492
207.000000,184.416488,-1.996488
207.500000,184.900048,-2.040048
208.000000,185.379099,-2.059099
208.500000,185.853627,-2.063627
209.000000,186.323645,-2.043645
209.500000,186.789183,-1.989183
210.000000,187.250276,-1.930276
210.500000,187.706962,-1.836962
211.000000,188.159283,-1.729283
211.500000,188.607278,-1.607278
212.000000,189.050990,-1.470990
212.500000,189.490457,-1.310457
213.000000,189.925722,-1.145722
213.500000,190.356823,-0.956823
214.000000,190.783802,-0.763802
214.500000,191.206697,-0.566697
215.000000,191.625547,-0.365547
215.500000,192.040391,-0.150391
216.000000,192.451267,0.058733
216.500000,192.858214,0.281786
217.000000,193.261269,0.498731
217.500000,193.660469,0.709531
218.000000,194.055850,0.934150
218.500000,194.447450,1.152550
219.000000,194.835305,1.364695
219.500000,195.219450,1.580550
220.000000,195.599921,1.790079
220.500000,195.976754,1.993246
221.000000,196.349982,2.200018
221.500000,196.719640,2.400360
222.000000,197.085763,2.604237
222.500000,197.448385,2.801615
223.000000,197.807538,2.982462
223.500000,198.163257,3.176743
224.000000,198.515575,3.354425
224.500000,198.864524,3.535476
225.000000,199.210139,3.709861
225.500000,199.552455,3.877545
226.000000,199.891509,4.038491
226.500000,200.227344,4.192656
227.000000,200.560016,4.329984
227.500000,200.889603,4.470397
228.000000,201.216229,4.593771
228.500000,201.540111,4.709889
229.000000,201.861644,4.818356
229.500000,202.181575,4.918425
230.000000,202.501305,5.008695
230.500000,202.823401,5.096599
231.000000,203.152282,5.157718
231.500000,203.494663,5.205337
232.000000,203.858621,5.221379
232.500000,204.250241,5.209759
233.000000,204.669656,5.160344
233.500000,205.110816,5.079184
234.000000,205.565311,4.984689
234.500000,206.025983,4.884017
235.000000,206.488073,4.771927
235.500000,206.948825,4.661175
236.000000,207.406760,4.543240
236.500000,207.861126,4.438874
237.000000,208.311557,4.328443
237.500000,208.757887,4.212113
238.000000,209.200052,4.099948
238.500000,209.638041,3.991959
239.000000,210.071867,3.888133
239.500000,210.501558,3.798442
240.000000,210.927145,3.702855
240.500000,211.348665,3.621335
241.000000,211.766156,3.543844
241.500000,212.179654,3.470346
242.000000,212.589198,3.410802
242.500000,212.994825,3.355175
243.000000,213.396573,3.303427
243.500000,213.794478,3.255522
244.000000,214.188578,3.221422
244.500000,214.578908,3.181092
245.000000,214.965505,3.154495
245.500000,215.348405,3.131595
246.000000,215.727642,3.122358
246.500000,216.103252,3.106748
247.000000,216.475270,3.094730
247.500000,216.843729,3.086271
248.000000,217.208665,3.081335
248.500000,217.570110,3.079890
249.000000,217.928098,3.081902
249.500000,218.282661,3.087339
250.000000,218.633834,3.096166
250.500000,218.981648,3.098352
251.000000,219.326135,3.113865
251.500000,219.667327,3.122673
252.000000,220.005255,3.134745
252.500000,220.339952,3.140048
253.000000,220.671447,3.158553
253.500000,220.999771,3.170229
254.000000,221.324954,3.185046
254.500000,221.647027,3.202973
255.000000,221.966020,3.213980
255.500000,222.281960,3.228040
256.000000,222.594879,3.245121
256.500000,222.904804,3.255196
257.000000,223.211764,3.278236
257.500000,223.515787,3.284213
258.000000,223.816902,3.303098
258.500000,224.115136,3.314864
259.000000,224.410517,3.329483
259.500000,224.703071,3.346929
260.000000,224.992825,3.357175
260.500000,225.279807,3.370193
261.000000,225.564042,3.385958
261.500000,225.845556,3.394444
262.000000,226.124376,3.405624
262.500000,226.400526,3.419474
263.000000,226.674033,3.435967
263.500000,226.944920,3.445080
264.000000,227.213213,3.456787
264.500000,227.478936,3.461064
265.000000,227.742112,3.477888
265.500000,228.002766,3.487234
266.000000,228.260922,3.489078
266.500000,228.516602,3.503398
267.000000,228.769829,3.510171
267.500000,229.020626,3.509374
268.000000,229.269014,3.520986
268.500000,229.515017,3.524983
269.000000,229.758655,3.531345
269.500000,229.999949,3.540051
270.000000,230.238921,3.541079
270.500000,230.475590,3.544410
271.000000,230.709977,3.550023
271.500000,230.942101,3.557899
272.000000,231.171981,3.558019
272.500000,231.399635,3.560365
273.000000,231.625082,3.564918
273.500000,231.848338,3.561662
274.000000,232.069421,3.570579
274.500000,232.288347,3.571653
275.000000,232.505130,3.574870
275.500000,232.719786,3.570214
276.000000,232.932327,3.567673
276.500000,233.142767,3.567233
277.000000,233.351118,3.568882
277.500000,233.557388,3.572612
278.000000,233.761588,3.568412
278.500000,233.963726,3.566274
279.000000,234.163807,3.566193
279.500000,234.361835,3.568165
280.000000,234.557813,3.562187
280.500000,234.751742,3.568258
281.000000,234.943618,3.566382
281.500000,235.133438,3.556562
282.000000,235.321193,3.558807
282.500000,235.506872,3.553128
283.000000,235.690461,3.549539
283.500000,235.871939,3.548061
284.000000,236.051284,3.548716
284.500000,236.228465,3.551535
285.000000,236.403450,3.546550
285.500000,236.576195,3.543805
286.000000,236.746653,3.543347
286.500000,236.914767,3.545233
287.000000,237.080470,3.539530
287.500000,237.243687,3.536313
288.000000,237.404330,3.535670
288.500000,237.562299,3.527701
289.000000,237.717477,3.512523
289.500000,237.869736,3.500264
290.000000,238.018925,3.481075
290.500000,238.164875,3.465125
291.000000,238.307396,3.442604
291.500000,238.446270,3.413730
292.000000,238.581253,3.378747
292.500000,238.712068,3.327932
293.000000,238.838404,3.281596
293.500000,238.959911,3.220089
294.000000,239.076193,3.153807
294.500000,239.186806,3.073194
295.000000,239.291251,2.988749
295.500000,239.388963,2.891037
296.000000,239.479306,2.790694
296.500000,239.561563,2.678437
297.000000,239.634915,2.565085
297.500000,239.698439,2.441561
298.000000,239.751092,2.318908
298.500000,239.791751,2.188249
299.000000,239.819371,2.070629
299.500000,239.833413,1.946587
300.000000,239.834516,1.825484
300.500000,239.824560,1.695440
301.000000,239.805244,1.564756
301.500000,239.776737,1.423263
302.000000,239.737981,1.272019
302.500000,239.687563,1.122437
303.000000,239.624107,0.965893
303.500000,239.546308,0.803692
304.000000,239.452882,0.647118
304.500000,239.342526,0.477474
305.000000,239.213906,0.316094
305.500000,239.065667,0.154333
306.000000,238.896441,-0.006441
306.500000,238.704870,-0.164870
307.000000,238.489625,-0.319625
307.500000,238.249430,-0.469430
308.000000,237.983087,-0.613087
308.500000,237.689504,-0.739504
309.000000,237.367719,-0.867719
309.500000,237.016925,-0.976925
310.000000,236.636491,-1.086491
310.500000,236.225984,-1.175984
311.000000,235.785182,-1.255182
311.500000,235.314081,-1.314081
312.000000,234.812899,-1.372899
312.500000,234.282073,-1.412073
313.000000,233.722252,-1.432252
313.500000,233.134279,-1.444279
314.000000,232.519175,-1.449175
314.500000,231.878115,-1.428115
315.000000,231.212401,-1.412401
315.500000,230.523437,-1.373437
316.000000,229.812704,-1.332704
316.500000,229.081729,-1.281729
317.000000,228.332064,-1.222064
317.500000,227.565260,-1.155260
318.000000,226.782852,-1.082852
318.500000,225.986339,-1.006339
319.000000,225.177168,-0.927168
319.500000,224.356729,-0.846729
320.000000,223.526340,-0.756340
320.500000,222.687248,-0.677248
321.000000,221.840618,-0.590618
321.500000,220.987539,-0.507539
322.000000,220.129019,-0.419019
322.500000,219.265989,-0.335989
323.000000,218.399302,-0.249302
323.500000,217.529741,-0.169741
324.000000,216.658019,-0.088019
324.500000,215.784782,-0.014782
325.000000,214.910618,0.059382
325.500000,214.036056,0.123944
326.000000,213.161575,0.188425
326.500000,212.287603,0.252397
327.000000,211.414526,0.315474
327.500000,210.542689,0.367311
328.000000,209.672399,0.427601
328.500000,208.803931,0.476069
329.000000,207.937529,0.522471
329.500000,207.073410,0.566590
330.000000,206.211765,0.608235
330.500000,205.352764,0.637236
331.000000,204.496558,0.673442
331.500000,203.643278,0.706722
332.000000,202.793039,0.726961
332.500000,201.945942,0.754058
333.000000,201.102076,0.777924
333.500000,200.261518,0.798482
334.000000,199.424332,0.805668
334.500000,198.590578,0.819422
335.000000,197.760302,0.829698
335.500000,196.933548,0.846452
336.000000,196.110349,0.849651
336.500000,195.290734,0.849266
337.000000,194.474728,0.855272
337.500000,193.662350,0.847650
338.000000,192.853615,0.846385
338.500000,192.048534,0.841466
339.000000,191.247115,0.832885
339.500000,190.449364,0.830636
340.000000,189.655284,0.824716
340.500000,188.864875,0.805125
341.000000,188.078136,0.791864
341.500000,187.295064,0.784936
342.000000,186.515653,0.764347
342.500000,185.739897,0.750103
343.000000,184.967790,0.732210
343.500000,184.199322,0.710678
344.000000,183.434484,0.695516
344.500000,182.673265,0.676735
345.000000,181.915655,0.654345
345.500000,181.161642,0.628358
346.000000,180.411214,0.608786
346.500000,179.664358,0.575642
347.000000,178.921060,0.558940
347.500000,178.181307,0.528693
348.000000,177.445086,0.504914
348.500000,176.712381,0.477619
349.000000,175.983179,0.446821
349.500000,175.257465,0.422535
350.000000,174.535224,0.394776
350.500000,173.816441,0.363559
351.000000,173.101101,0.328899
351.500000,172.389190,0.300810
352.000000,171.680690,0.279310
352.500000,170.975589,0.244411
353.000000,170.273869,0.216131
353.500000,169.575516,0.184484
354.000000,168.880514,0.149486
354.500000,168.188848,0.121152
355.000000,167.500502,0.089498
355.500000,166.815461,0.054539
356.000000,166.133709,0.026291
356.500000,165.455232,-0.005232
357.000000,164.780013,-0.040013
357.500000,164.108038,-0.068038
358.000000,163.439291,-0.099291
358.500000,162.773757,-0.133757
359.000000,162.111420,-0.161420
359.500000,161.452266,-0.192266
360.000000,160.796280,-0.226280
360.500000,160.143445,-0.253445
361.000000,159.493748,-0.293748
361.500000,158.847174,-0.317174
362.000000,158.203707,-0.353707
362.500000,157.563332,-0.383332
363.000000,156.926036,-0.416036
363.500000,156.291802,-0.451802
364.000000,155.660618,-0.480618
364.500000,155.032467,-0.512467
365.000000,154.407335,-0.537335
365.500000,153.785208,-0.575208
366.000000,153.166072,-0.606072
366.500000,152.549912,-0.629912
367.000000,151.936714,-0.666714
367.500000,151.326464,-0.696464
368.000000,150.719147,-0.719147
368.500000,150.114750,-0.754750
369.000000,149.513258,-0.783258
369.500000,148.914658,-0.814658
370.000000,148.318935,-0.838935
370.500000,147.726076,-0.866076
371.000000,147.136068,-0.896068
371.500000,146.548895,-0.928895
372.000000,145.964546,-0.954546
372.500000,145.383005,-0.983005
373.000000,144.804261,-1.014261
