t(s),T_pred(°C),residual(°C)
316.500000,171.603552,56.196448
317.000000,170.579216,56.530784
317.500000,169.562037,56.847963
318.000000,168.551964,57.148036
318.500000,167.548950,57.431050
319.000000,166.552943,57.697057
319.500000,165.563896,57.946104
320.000000,164.581759,58.188241
320.500000,163.606485,58.403515
321.000000,162.638025,58.611975
321.500000,161.676331,58.803669
322.000000,160.721357,58.988643
322.500000,159.773056,59.156944
323.000000,158.831381,59.318619
323.500000,157.896285,59.463715
324.000000,156.967723,59.602277
324.500000,156.045648,59.724352
325.000000,155.130017,59.839983
325.500000,154.220783,59.939217
326.000000,153.317902,60.032098
326.500000,152.421329,60.118671
327.000000,151.531021,60.198979
327.500000,150.646934,60.263066
328.000000,149.769024,60.330976
328.500000,148.897248,60.382752
329.000000,148.031563,60.428437
329.500000,147.171927,60.468073
330.000000,146.318297,60.501703
330.500000,145.470631,60.519369
331.000000,144.628889,60.541111
331.500000,143.793027,60.556973
332.000000,142.963006,60.556994
332.500000,142.138785,60.561215
333.000000,141.320322,60.559678
333.500000,140.507578,60.552422
334.000000,139.700513,60.529487
334.500000,138.899087,60.510913
335.000000,138.103260,60.486740
335.500000,137.312994,60.467006
336.000000,136.528250,60.431750
336.500000,135.748988,60.391012
337.000000,134.975172,60.354828
337.500000,134.206762,60.303238
338.000000,133.443722,60.256278
338.500000,132.686012,60.203988
339.000000,131.933597,60.146403
339.500000,131.186440,60.093560
340.000000,130.444502,60.035498
340.500000,129.707749,59.962251
341.000000,128.976143,59.893857
341.500000,128.249650,59.830350
342.000000,127.528232,59.751768
342.500000,126.811855,59.678145
343.000000,126.100483,59.599517
343.500000,125.394082,59.515918
344.000000,124.692617,59.437383
344.500000,123.996053,59.353947
345.000000,123.304355,59.265645
345.500000,122.617491,59.172509
346.000000,121.935426,59.084574
346.500000,121.258127,58.981873
347.000000,120.585560,58.894440
347.500000,119.917692,58.792308
348.000000,119.254491,58.695509
348.500000,118.595923,58.594077
349.000000,117.941957,58.488043
349.500000,117.292561,58.387439
350.000000,116.647702,58.282298
350.500000,116.007348,58.172652
351.000000,115.371469,58.058531
351.500000,114.740033,57.949967
352.000000,114.113008,57.846992
352.500000,113.490365,57.729635
353.000000,112.872072,57.617928
353.500000,112.258100,57.501900
354.000000,111.648417,57.381583
354.500000,111.042994,57.267006
355.000000,110.441802,57.148198
355.500000,109.844809,57.025191
356.000000,109.251989,56.908011
356.500000,108.663310,56.786690
357.000000,108.078744,56.661256
357.500000,107.498263,56.541737
358.000000,106.921838,56.418162
358.500000,106.349440,56.290560
359.000000,105.781042,56.168958
359.500000,105.216615,56.043385
360.000000,104.656132,55.913868
360.500000,104.099565,55.790435
361.000000,103.546887,55.653113
361.500000,102.998071,55.531929
362.000000,102.453089,55.396911
362.500000,101.911915,55.268085
363.000000,101.374522,55.135478
363.500000,100.840884,54.999116
364.000000,100.310975,54.869025
364.500000,99.784768,54.735232
365.000000,99.262238,54.607762
365.500000,98.743359,54.466641
366.000000,98.228105,54.331895
366.500000,97.716452,54.203548
367.000000,97.208373,54.061627
367.500000,96.703845,53.926155
368.000000,96.202841,53.797159
368.500000,95.705339,53.654661
369.000000,95.211312,53.518688
369.500000,94.720737,53.379263
370.000000,94.233590,53.246410
370.500000,93.749847,53.110153
371.000000,93.269483,52.970517
371.500000,92.792476,52.827524
372.000000,92.318802,52.691198
372.500000,91.848438,52.551562
373.000000,91.381360,52.408640
