日期类型,时段编号,交叉口,版本,周期_C,南北绿灯,东西绿灯,最大饱和度,总交叉口延误_秒车,右转行人冲突系数
周末及普通休息日,1,I06,1,60,20,30,0.05803901353008365,961.2700801485614,1.0
周末及普通休息日,1,I07,1,60,20,30,0.05803901353008365,961.2700801485614,1.0
周末及普通休息日,1,I08,1,60,20,30,0.05803901353008365,961.2700801485614,1.0
周末及普通休息日,1,I09,1,60,20,30,0.05803901353008365,961.2700801485614,1.0
周末及普通休息日,1,I10,1,60,20,30,0.05803901353008365,961.2700801485614,1.0
周末及普通休息日,1,I11,1,60,20,30,0.05803901353008365,961.2700801485614,1.0
周末及普通休息日,1,I12,1,60,20,30,0.05803901353008365,961.2700801485614,1.0
周末及普通休息日,2,I01,1,60,20,30,0.30881514549584116,4933.694901750519,1.0
周末及普通休息日,2,I02,1,60,20,30,0.30881514549584116,4933.694901750519,1.0
周末及普通休息日,2,I03,1,60,20,30,0.30881514549584116,4933.694901750519,1.0
周末及普通休息日,2,I04,1,60,20,30,0.30881514549584116,4933.694901750519,1.0
周末及普通休息日,2,I05,1,60,20,30,0.30881514549584116,4933.694901750519,1.0
周末及普通休息日,2,I06,1,60,20,30,0.30881514549584116,4933.694901750519,1.0
周末及普通休息日,2,I07,1,60,20,30,0.30881514549584116,4933.694901750519,1.0
周末及普通休息日,2,I08,1,60,20,30,0.30881514549584116,4933.694901750519,1.0
周末及普通休息日,2,I09,1,60,20,30,0.30881514549584116,4933.694901750519,1.0
周末及普通休息日,2,I10,1,60,20,30,0.30881514549584116,4933.694901750519,1.0
周末及普通休息日,2,I11,1,60,20,30,0.30881514549584116,4933.694901750519,1.0
周末及普通休息日,2,I12,1,60,20,30,0.30881514549584116,4933.694901750519,1.0
周末及普通休息日,3,I01,1,60,20,30,0.42585908412643597,8440.30040066534,1.0
周末及普通休息日,3,I02,1,60,20,30,0.42585908412643597,8440.30040066534,1.0
周末及普通休息日,3,I03,1,60,20,30,0.42585908412643597,8440.30040066534,1.0
周末及普通休息日,3,I04,1,60,20,30,0.42585908412643597,8440.30040066534,1.0
周末及普通休息日,3,I05,1,60,20,30,0.42585908412643597,8440.30040066534,1.0
周末及普通休息日,3,I06,1,60,20,30,0.42585908412643597,8440.30040066534,1.0
周末及普通休息日,3,I07,1,60,20,30,0.42585908412643597,8440.30040066534,1.0
周末及普通休息日,3,I08,1,60,20,30,0.42585908412643597,8440.30040066534,1.0
周末及普通休息日,3,I09,1,60,20,30,0.42585908412643597,8440.30040066534,1.0
周末及普通休息日,3,I10,1,60,20,30,0.42585908412643597,8440.30040066534,1.0
周末及普通休息日,3,I11,1,60,20,30,0.42585908412643597,8440.30040066534,1.0
周末及普通休息日,3,I12,1,60,20,30,0.42585908412643597,8440.30040066534,1.0
周末及普通休息日,4,I01,1,60,20,30,0.19738707565773245,4078.1222808769494,1.0
周末及普通休息日,4,I02,1,60,20,30,0.19738707565773245,4078.1222808769494,1.0
周末及普通休息日,4,I03,1,60,20,30,0.19738707565773245,4078.1222808769494,1.0
周末及普通休息日,4,I04,1,60,20,30,0.19738707565773245,4078.1222808769494,1.0
周末及普通休息日,4,I05,1,60,20,30,0.19738707565773245,4078.1222808769494,1.0
周末及普通休息日,4,I06,1,60,20,30,0.19738707565773245,4078.1222808769494,1.0
周末及普通休息日,4,I07,1,60,20,30,0.19738707565773245,4078.1222808769494,1.0
周末及普通休息日,4,I08,1,60,20,30,0.19738707565773245,4078.1222808769494,1.0
周末及普通休息日,4,I09,1,60,20,30,0.19738707565773245,4078.1222808769494,1.0
周末及普通休息日,4,I10,1,60,20,30,0.19738707565773245,4078.1222808769494,1.0
周末及普通休息日,4,I11,1,60,20,30,0.19738707565773245,4078.1222808769494,1.0
周末及普通休息日,4,I12,1,60,20,30,0.19738707565773245,4078.1222808769494,1.0
周末及普通休息日,5,I01,1,60,20,30,0.10434478690998512,2057.739927853114,1.0
周末及普通休息日,5,I02,1,60,20,30,0.10434478690998512,2057.739927853114,1.0
周末及普通休息日,5,I03,1,60,20,30,0.10434478690998512,2057.739927853114,1.0
周末及普通休息日,5,I04,1,60,20,30,0.10434478690998512,2057.739927853114,1.0
周末及普通休息日,5,I05,1,60,20,30,0.10434478690998512,2057.739927853114,1.0
周末及普通休息日,5,I06,1,60,20,30,0.10434478690998512,2057.739927853114,1.0
周末及普通休息日,5,I07,1,60,20,30,0.10434478690998512,2057.739927853114,1.0
周末及普通休息日,5,I08,1,60,20,30,0.10434478690998512,2057.739927853114,1.0
周末及普通休息日,5,I09,1,60,20,30,0.10434478690998512,2057.739927853114,1.0
周末及普通休息日,5,I10,1,60,20,30,0.10434478690998512,2057.739927853114,1.0
周末及普通休息日,5,I11,1,60,20,30,0.10434478690998512,2057.739927853114,1.0
周末及普通休息日,5,I12,1,60,20,30,0.10434478690998512,2057.739927853114,1.0
工作日,1,I01,1,60,20,30,0.0491804818236225,782.730775000861,1.0
工作日,1,I02,1,60,20,30,0.0491804818236225,782.730775000861,1.0
工作日,1,I03,1,60,20,30,0.0491804818236225,782.730775000861,1.0
工作日,1,I04,1,60,20,30,0.0491804818236225,782.730775000861,1.0
工作日,1,I05,1,60,20,30,0.0491804818236225,782.730775000861,1.0
工作日,1,I06,1,60,20,30,0.0491804818236225,782.730775000861,1.0
工作日,1,I07,1,60,20,30,0.0491804818236225,782.730775000861,1.0
工作日,1,I08,1,60,20,30,0.0491804818236225,782.730775000861,1.0
工作日,1,I09,1,60,20,30,0.0491804818236225,782.730775000861,1.0
工作日,1,I10,1,60,20,30,0.0491804818236225,782.730775000861,1.0
工作日,1,I11,1,60,20,30,0.0491804818236225,782.730775000861,1.0
工作日,1,I12,1,60,20,30,0.0491804818236225,782.730775000861,1.0
工作日,2,I01,1,60,20,30,0.36779258793789055,6106.328915723542,1.0
工作日,2,I02,1,60,20,30,0.36779258793789055,6106.328915723542,1.0
工作日,2,I03,1,60,20,30,0.36779258793789055,6106.328915723542,1.0
工作日,2,I04,1,60,20,30,0.36779258793789055,6106.328915723542,1.0
工作日,2,I05,1,60,20,30,0.36779258793789055,6106.328915723542,1.0
工作日,2,I06,1,60,20,30,0.36779258793789055,6106.328915723542,1.0
工作日,2,I07,1,60,20,30,0.36779258793789055,6106.328915723542,1.0
工作日,2,I08,1,60,20,30,0.36779258793789055,6106.328915723542,1.0
工作日,2,I09,1,60,20,30,0.36779258793789055,6106.328915723542,1.0
工作日,2,I10,1,60,20,30,0.36779258793789055,6106.328915723542,1.0
工作日,2,I11,1,60,20,30,0.36779258793789055,6106.328915723542,1.0
工作日,2,I12,1,60,20,30,0.36779258793789055,6106.328915723542,1.0
工作日,3,I01,1,60,20,30,0.24102125778140382,3781.0367600255363,1.0
工作日,3,I02,1,60,20,30,0.24102125778140382,3781.0367600255363,1.0
工作日,3,I03,1,60,20,30,0.24102125778140382,3781.0367600255363,1.0
工作日,3,I04,1,60,20,30,0.24102125778140382,3781.0367600255363,1.0
工作日,3,I05,1,60,20,30,0.24102125778140382,3781.0367600255363,1.0
工作日,3,I06,1,60,20,30,0.24102125778140382,3781.0367600255363,1.0
工作日,3,I07,1,60,20,30,0.24102125778140382,3781.0367600255363,1.0
工作日,3,I08,1,60,20,30,0.24102125778140382,3781.0367600255363,1.0
工作日,3,I09,1,60,20,30,0.24102125778140382,3781.0367600255363,1.0
工作日,3,I10,1,60,20,30,0.24102125778140382,3781.0367600255363,1.0
工作日,3,I11,1,60,20,30,0.24102125778140382,3781.0367600255363,1.0
工作日,3,I12,1,60,20,30,0.24102125778140382,3781.0367600255363,1.0
工作日,4,I01,1,60,20,30,0.36745812200195516,6641.933472374996,1.0
工作日,4,I02,1,60,20,30,0.36745812200195516,6641.933472374996,1.0
工作日,4,I03,1,60,20,30,0.36745812200195516,6641.933472374996,1.0
工作日,4,I04,1,60,20,30,0.36745812200195516,6641.933472374996,1.0
工作日,4,I05,1,60,20,30,0.36745812200195516,6641.933472374996,1.0
工作日,4,I06,1,60,20,30,0.36745812200195516,6641.933472374996,1.0
工作日,4,I07,1,60,20,30,0.36745812200195516,6641.933472374996,1.0
工作日,4,I08,1,60,20,30,0.36745812200195516,6641.933472374996,1.0
工作日,4,I09,1,60,20,30,0.36745812200195516,6641.933472374996,1.0
工作日,4,I10,1,60,20,30,0.36745812200195516,6641.933472374996,1.0
工作日,4,I11,1,60,20,30,0.36745812200195516,6641.933472374996,1.0
工作日,4,I12,1,60,20,30,0.36745812200195516,6641.933472374996,1.0
工作日,5,I01,1,60,20,30,0.24759250161812768,4055.0420620762397,1.0
工作日,5,I02,1,60,20,30,0.24759250161812768,4055.0420620762397,1.0
工作日,5,I03,1,60,20,30,0.24759250161812768,4055.0420620762397,1.0
工作日,5,I04,1,60,20,30,0.24759250161812768,4055.0420620762397,1.0
工作日,5,I05,1,60,20,30,0.24759250161812768,4055.0420620762397,1.0
工作日,5,I06,1,60,20,30,0.24759250161812768,4055.0420620762397,1.0
工作日,5,I07,1,60,20,30,0.24759250161812768,4055.0420620762397,1.0
工作日,5,I08,1,60,20,30,0.24759250161812768,4055.0420620762397,1.0
工作日,5,I09,1,60,20,30,0.24759250161812768,4055.0420620762397,1.0
工作日,5,I10,1,60,20,30,0.24759250161812768,4055.0420620762397,1.0
工作日,5,I11,1,60,20,30,0.24759250161812768,4055.0420620762397,1.0
工作日,5,I12,1,60,20,30,0.24759250161812768,4055.0420620762397,1.0
工作日,6,I01,1,60,20,30,0.35200640308313336,6572.114812845662,1.0
工作日,6,I02,1,60,20,30,0.35200640308313336,6572.114812845662,1.0
工作日,6,I03,1,60,20,30,0.35200640308313336,6572.114812845662,1.0
工作日,6,I04,1,60,20,30,0.35200640308313336,6572.114812845662,1.0
工作日,6,I05,1,60,20,30,0.35200640308313336,6572.114812845662,1.0
工作日,6,I06,1,60,20,30,0.35200640308313336,6572.114812845662,1.0
工作日,6,I07,1,60,20,30,0.35200640308313336,6572.114812845662,1.0
工作日,6,I08,1,60,20,30,0.35200640308313336,6572.114812845662,1.0
工作日,6,I09,1,60,20,30,0.35200640308313336,6572.114812845662,1.0
工作日,6,I10,1,60,20,30,0.35200640308313336,6572.114812845662,1.0
工作日,6,I11,1,60,20,30,0.35200640308313336,6572.114812845662,1.0
工作日,6,I12,1,60,20,30,0.35200640308313336,6572.114812845662,1.0
工作日,7,I01,1,60,20,30,0.15467492757166867,2952.2042718672224,1.0
工作日,7,I02,1,60,20,30,0.15467492757166867,2952.2042718672224,1.0
工作日,7,I03,1,60,20,30,0.15467492757166867,2952.2042718672224,1.0
工作日,7,I04,1,60,20,30,0.15467492757166867,2952.2042718672224,1.0
工作日,7,I05,1,60,20,30,0.15467492757166867,2952.2042718672224,1.0
工作日,7,I06,1,60,20,30,0.15467492757166867,2952.2042718672224,1.0
工作日,7,I07,1,60,20,30,0.15467492757166867,2952.2042718672224,1.0
工作日,7,I08,1,60,20,30,0.15467492757166867,2952.2042718672224,1.0
工作日,7,I09,1,60,20,30,0.15467492757166867,2952.2042718672224,1.0
工作日,7,I10,1,60,20,30,0.15467492757166867,2952.2042718672224,1.0
工作日,7,I11,1,60,20,30,0.15467492757166867,2952.2042718672224,1.0
工作日,7,I12,1,60,20,30,0.15467492757166867,2952.2042718672224,1.0
工作日,8,I01,1,60,20,30,0.08872817296899595,1721.5859817525593,1.0
工作日,8,I02,1,60,20,30,0.08872817296899595,1721.5859817525593,1.0
工作日,8,I03,1,60,20,30,0.08872817296899595,1721.5859817525593,1.0
工作日,8,I04,1,60,20,30,0.08872817296899595,1721.5859817525593,1.0
工作日,8,I05,1,60,20,30,0.08872817296899595,1721.5859817525593,1.0
工作日,8,I06,1,60,20,30,0.08872817296899595,1721.5859817525593,1.0
工作日,8,I07,1,60,20,30,0.08872817296899595,1721.5859817525593,1.0
工作日,8,I08,1,60,20,30,0.08872817296899595,1721.5859817525593,1.0
工作日,8,I09,1,60,20,30,0.08872817296899595,1721.5859817525593,1.0
工作日,8,I10,1,60,20,30,0.08872817296899595,1721.5859817525593,1.0
工作日,8,I11,1,60,20,30,0.08872817296899595,1721.5859817525593,1.0
工作日,8,I12,1,60,20,30,0.08872817296899595,1721.5859817525593,1.0
